LoanID,CustomerID,Loan_Amount,Loan_Term_Months,Interest_Rate,EMI,Loan_Purpose,Application_Channel,Age,Gender,Marital_Status,Number_of_Dependents,Education_Level,Employment_Status,Job_Type,Years_Employed,Income_Type,Annual_Income,Monthly_Income,Income_Stability_Score,Credit_Score,Credit_Utilization_Ratio,Number_of_Previous_Loans,Previous_Defaults,Delinquencies,Number_of_Active_Loans,Avg_Days_Past_Due,EMI_to_Income_Ratio,Loan_to_Income_Ratio,Debt_to_Income_Ratio,High_Risk_Flag,Low_Income_Flag,High_Loan_Flag,Default_Status,avg_monthly_spending,spending_to_income_ratio,balance_volatility,rent_payment_ratio,behavioral_risk_score,loan_bin,dti_bin,behavior_bin,customer_segment
310,19317,440384.68,360,8.04,3243.68,Home,Online,31,Female,Married,2,Masters,Employed,Education,9,Salary,934716.96,76415.13,83,754,0.49,2,0,0,1,0,0.042,0.471,0.093,0,0,0,0,4243.0,0.0555249264782186,507892.9726113468,0.0,0.6843957157212384,Medium,"(0.013999999999999999, 0.152]",High,Low Risk
311,171838,185267.01,60,7.49,3711.49,Education,Online,30,Male,Single,1,Bachelors,Self-Employed,Healthcare,8,Business,734280.23,60384.89,58,747,0.46,0,0,0,1,0,0.061,0.252,0.118,0,0,0,0,17836.69695652174,0.2953785554294512,265282.74775994994,0.8333333333333334,0.12389316778093937,Low,"(0.013999999999999999, 0.152]",Low,Low Risk
312,78500,523284.28,12,6.59,45179.24,Car,Online,30,Female,Single,0,Bachelors,Self-Employed,Retail,0,Freelance,732214.44,62046.75,49,784,0.41,3,0,0,2,0,0.728,0.715,0.813,1,0,0,1,23424.33,0.3775210221160316,293576.58670357696,0.75,0.23112774362728067,High,"(0.35, 2.5]",Low,Financial Stress
313,109653,278236.76,240,9.15,2530.27,Business,Online,18,Female,Single,0,Masters,Employed,Retail,0,Salary,568936.57,45635.07,63,728,0.65,2,0,0,2,0,0.055,0.489,0.176,0,0,0,0,18355.22526315789,0.4022087191810752,203292.05888747747,0.625,0.19978169901099654,Low,"(0.152, 0.229]",Low,Low Risk
314,53814,452462.53,12,14.84,40804.35,Personal,Mobile App,37,Female,Divorced,0,Bachelors,Employed,Healthcare,16,Salary,1647008.02,132710.84,94,582,0.7,4,2,1,1,100,0.307,0.275,0.358,1,0,0,1,6542.024615384616,0.0492949582748955,875027.9839135653,0.0,0.6715245301163641,Medium,"(0.35, 2.5]",High,Low Risk
315,154001,223766.61,84,8.87,3585.45,Car,Agent,43,Male,Married,1,Masters,Employed,Education,2,Salary,435740.89,36376.64,70,682,0.21,3,0,0,1,0,0.099,0.514,0.164,0,0,0,0,13879.957619047618,0.3815518988875479,168386.72584999225,0.75,0.21030736385046353,Low,"(0.152, 0.229]",Low,Low Risk
316,22679,141793.86,84,11.17,2440.55,Medical,Online,25,Male,Married,4,Bachelors,Self-Employed,Finance,0,Freelance,488278.93,40673.45,49,593,0.39,2,0,0,1,0,0.06,0.29,0.129,0,0,0,0,2202.318888888889,0.0541450195119759,264684.3635044632,0.0,0.6544383936803708,Low,"(0.013999999999999999, 0.152]",High,Low Risk
317,133424,256935.89,48,16.36,7329.09,Education,Mobile App,27,Female,Widowed,0,Bachelors,Employed,Finance,6,Salary,395215.07,32752.44,65,524,0.18,4,2,0,2,142,0.224,0.65,0.355,1,0,0,1,15551.224444444446,0.4747966761489616,151569.36220168468,0.7083333333333334,0.2409633020225035,Low,"(0.35, 2.5]",Low,Credit Risk
318,174966,1583223.94,36,7.37,49153.64,Car,Online,46,Male,Single,0,Bachelors,Employed,Finance,17,Salary,1134979.54,90962.38,100,764,0.13,1,0,0,1,0,0.54,1.395,0.569,0,0,1,1,3993.914,0.0439068337170408,658798.3576926002,0.0,0.8083528751832662,Very High,"(0.35, 2.5]",High,Behavioral Risk
319,75652,476287.25,60,10.21,10168.98,Business,Mobile App,56,Male,Single,1,Bachelors,Employed,Healthcare,33,Salary,1202756.8,98233.55,100,619,0.51,1,0,0,2,0,0.104,0.396,0.17,0,0,0,0,3710.405555555556,0.0377708815844889,676110.4369735158,0.0,0.7301575130310379,Medium,"(0.152, 0.229]",High,Low Risk
320,174787,382709.15,60,6.82,7545.64,Personal,Branch,44,Female,Married,3,High School,Self-Employed,Manufacturing,20,Business,802449.58,63807.27,79,762,0.18,1,0,1,1,0,0.118,0.477,0.159,0,0,0,0,3075.119,0.04819311039149,463404.3335554347,0.0,0.8137055139355942,Medium,"(0.152, 0.229]",High,Behavioral Risk
321,103999,771866.47,36,10.13,24953.1,Business,Branch,44,Male,Single,0,Masters,Employed,Manufacturing,6,Salary,1437464.84,119115.43,78,672,0.63,1,0,0,2,0,0.209,0.537,0.275,0,0,0,1,49215.054761904765,0.4131676441436733,561305.5455450938,0.7083333333333334,0.24324224644123932,High,"(0.229, 0.35]",Low,Low Risk
322,65805,192291.6,72,11.0,3660.09,Car,Branch,30,Female,Single,0,High School,Employed,Construction,3,Salary,865456.63,70843.27,72,645,0.23,2,1,2,0,79,0.052,0.222,0.063,1,0,0,0,2581.9366666666665,0.0364452434426477,494496.2528035033,0.0,0.7505666523379867,Low,"(0.013999999999999999, 0.152]",High,Behavioral Risk
323,168811,609417.24,84,10.6,10306.98,Business,Online,42,Male,Divorced,0,High School,Employed,Manufacturing,3,Salary,1592481.35,131639.78,55,623,0.42,2,0,1,1,0,0.078,0.383,0.114,0,0,0,0,46750.49409090909,0.3551368663335866,644399.8908582586,0.875,0.2389674920786969,High,"(0.013999999999999999, 0.152]",Low,Low Risk
324,145953,1130622.15,24,9.8,52068.17,Car,Agent,28,Male,Married,1,PhD,Employed,Finance,2,Salary,1894632.48,155270.16,79,682,0.56,2,0,0,4,0,0.335,0.597,0.415,0,0,0,1,57103.4175,0.367765768607641,765861.1215699245,0.9583333333333334,0.2359351010603745,Very High,"(0.35, 2.5]",Low,Low Risk
325,53459,290049.42,240,5.93,2066.31,Personal,Branch,34,Male,Married,1,Bachelors,Employed,Construction,10,Salary,681955.18,56381.77,71,783,0.22,2,0,0,1,0,0.037,0.425,0.083,0,0,0,0,2326.6363636363635,0.0412650241135077,376344.6151250547,0.0,0.68680064095029,Low,"(0.013999999999999999, 0.152]",High,Low Risk
326,143447,643537.12,360,7.32,4420.65,Home,Online,39,Female,Married,1,Bachelors,Employed,Finance,18,Salary,1081897.6,87379.08,91,814,0.24,5,1,0,0,86,0.051,0.595,0.063,1,0,0,0,26266.053181818184,0.3005954352733275,446922.1041806912,0.8333333333333334,0.27888128587536654,High,"(0.013999999999999999, 0.152]",Medium,Low Risk
327,151640,356640.4,12,6.03,30699.68,Car,Online,32,Male,Single,0,Bachelors,Employed,IT,2,Salary,547387.77,44055.23,80,791,0.43,1,0,0,0,0,0.697,0.652,0.718,1,0,0,0,14743.674736842106,0.3346558417922302,224106.0373435838,0.7916666666666666,0.2887477760835195,Medium,"(0.35, 2.5]",Medium,Financial Stress
328,46645,313367.79,60,9.65,6604.3,Home,Mobile App,23,Male,Married,2,Bachelors,Employed,Retail,0,Salary,692279.81,56365.35,66,664,0.57,3,0,1,2,0,0.117,0.453,0.217,0,0,0,0,23212.852,0.4118210953875849,245474.8713534847,0.7083333333333334,0.1668223277192083,Medium,"(0.152, 0.229]",Low,Low Risk
329,120491,781936.08,120,9.3,10032.64,Car,Online,33,Male,Divorced,0,Masters,Employed,Retail,1,Salary,811045.84,64449.2,71,668,0.39,2,0,0,1,0,0.156,0.964,0.206,0,0,0,0,18666.42409090909,0.2896255417502054,334007.1007231896,0.7916666666666666,0.2975959799187221,High,"(0.152, 0.229]",Medium,Low Risk
330,150112,1424381.69,24,15.14,69158.28,Home,Mobile App,43,Female,Married,0,Masters,Employed,Construction,3,Salary,1572935.27,125165.65,75,461,0.34,3,1,0,0,54,0.553,0.906,0.57,1,0,0,1,8215.845454545455,0.0656392533837524,913655.8432935206,0.0,0.8260566219667816,Very High,"(0.35, 2.5]",High,Behavioral Risk
331,62835,230439.59,120,13.91,3565.49,Personal,Agent,33,Female,Divorced,0,High School,Unemployed,Unemployed,0,No Income,210364.06,17143.9,43,589,0.16,3,2,1,0,78,0.208,1.095,0.216,1,1,1,0,5975.950476190476,0.3485555749051016,76646.20804656192,0.875,0.1468595385671852,Low,"(0.152, 0.229]",Low,Low Risk
332,32281,832730.92,24,9.24,38134.86,Home,Branch,50,Male,Married,1,Bachelors,Employed,Finance,6,Salary,700370.45,58335.38,74,679,0.34,2,0,0,1,0,0.654,1.189,0.705,1,0,1,0,15243.546666666669,0.2613042953070908,300863.2423542694,0.9583333333333334,0.2566381487559735,High,"(0.35, 2.5]",Medium,Financial Stress
333,13617,633542.92,36,8.32,19946.59,Home,Online,42,Male,Married,3,Bachelors,Self-Employed,IT,10,Business,1268345.91,103253.2,85,725,0.63,2,0,0,3,0,0.193,0.5,0.283,0,0,0,0,7490.364,0.0725429474055292,756499.3364557032,0.0,0.8335824625098078,High,"(0.229, 0.35]",High,Behavioral Risk
334,156335,217185.56,84,7.78,3361.34,Home,Online,44,Female,Single,0,Bachelors,Employed,Retail,6,Salary,542091.2,44107.95,81,731,0.31,4,0,0,0,0,0.076,0.401,0.092,0,0,0,0,17151.298571428568,0.3888394208302072,207762.1743096916,0.75,0.22949323414433484,Low,"(0.013999999999999999, 0.152]",Low,Low Risk
335,48706,318024.93,72,9.14,5754.69,Home,Branch,60,Female,Married,1,Bachelors,Employed,IT,28,Salary,650354.95,53580.97,100,702,0.29,1,0,0,0,0,0.107,0.489,0.122,0,0,0,0,2494.422857142857,0.046553399532396,365593.7029557628,0.0,0.7197228651757333,Medium,"(0.013999999999999999, 0.152]",High,Low Risk
336,3532,198966.06,12,10.53,17541.36,Car,Online,60,Female,Married,3,High School,Unemployed,Unemployed,0,No Income,175360.38,14665.18,32,666,0.29,0,0,0,0,0,1.196,1.135,1.211,1,1,1,1,4046.865263157895,0.2759317874973507,76770.60352151399,0.6666666666666666,0.32649166459848533,Low,"(0.35, 2.5]",Medium,Financial Stress
337,38099,594379.57,36,6.06,18098.34,Business,Online,32,Female,Married,0,Bachelors,Employed,Manufacturing,9,Salary,1209054.9,97688.29,76,797,0.18,3,0,0,1,0,0.185,0.492,0.215,0,0,0,0,41119.30285714285,0.4209192518150439,426287.2883396327,0.8333333333333334,0.14970857976740587,High,"(0.152, 0.229]",Low,Low Risk
338,16299,397050.38,60,8.81,8205.55,Personal,Agent,18,Male,Single,0,High School,Employed,Education,0,Salary,711692.36,60488.41,72,707,0.44,1,0,0,1,0,0.136,0.558,0.191,0,0,0,0,21160.644347826088,0.3498239501398028,277065.17007872625,0.875,0.17058547182217634,Medium,"(0.152, 0.229]",Low,Low Risk
339,122763,129697.36,48,11.8,3402.71,Personal,Mobile App,27,Female,Divorced,1,Bachelors,Unemployed,Unemployed,0,No Income,201859.22,16945.62,43,634,0.61,1,0,0,1,0,0.201,0.643,0.349,0,1,0,0,5187.41,0.3061029278994867,84549.50674520376,0.875,0.24646040869155267,Low,"(0.229, 0.35]",Low,Low Risk
340,125387,696312.28,24,6.94,31156.76,Car,Branch,19,Female,Single,0,High School,Employed,Education,0,Salary,752556.18,60353.36,72,775,0.22,1,0,0,0,0,0.516,0.925,0.527,0,0,0,0,23134.180476190475,0.3833058701341622,291117.185213532,0.75,0.2521977950917741,High,"(0.35, 2.5]",Low,Low Risk
341,109391,165171.95,36,8.08,5181.99,Home,Branch,34,Female,Married,3,Bachelors,Unemployed,Unemployed,0,No Income,233522.47,18570.72,48,786,0.25,1,0,0,5,0,0.279,0.707,0.83,1,1,0,1,5373.818499999999,0.2893549170459171,100090.9551316935,0.75,0.3487097522238805,Low,"(0.35, 2.5]",Medium,Low Risk
342,56936,682580.77,60,10.42,14644.29,Personal,Mobile App,26,Male,Divorced,0,High School,Employed,Healthcare,0,Salary,1106147.58,88393.72,61,648,0.24,0,0,0,1,0,0.166,0.617,0.2,0,0,0,0,39207.00052631579,0.4435445977578274,415661.9667457752,0.6666666666666666,0.25599394015179,High,"(0.152, 0.229]",Medium,Low Risk
343,1840,970359.6,36,15.02,33647.34,Business,Branch,35,Female,Married,4,Bachelors,Self-Employed,Healthcare,12,Business,939037.08,74606.55,85,491,0.38,2,1,0,1,74,0.451,1.033,0.497,1,0,1,1,2504.6955555555555,0.0335716097842048,517146.3460492365,0.0,0.7395064057403816,Very High,"(0.35, 2.5]",High,Credit Risk
344,118692,801024.51,60,14.22,18729.93,Personal,Online,34,Female,Divorced,0,Bachelors,Employed,Services,7,Salary,1069508.85,84955.37,81,573,0.38,3,2,0,0,144,0.22,0.749,0.239,1,0,0,1,3277.867857142857,0.0385829556646883,573305.1677159852,0.0,0.7017486413827354,High,"(0.229, 0.35]",High,Credit Risk
345,71358,394723.31,24,9.6,18141.69,Car,Online,28,Female,Single,0,High School,Employed,Healthcare,4,Salary,498488.91,40693.88,69,703,0.4,0,0,0,1,0,0.446,0.792,0.515,0,0,0,0,10532.94761904762,0.2588273418928283,219156.09817258635,0.7916666666666666,0.3329417784815716,Medium,"(0.35, 2.5]",Medium,Low Risk
346,91915,471628.0,36,7.11,14586.24,Personal,Agent,39,Male,Single,0,Bachelors,Employed,Construction,16,Salary,904482.29,76541.27,73,771,0.15,1,0,0,1,0,0.191,0.521,0.224,0,0,0,0,28918.870000000003,0.3778156827593433,341912.79552103684,0.8333333333333334,0.1606860451969602,Medium,"(0.152, 0.229]",Low,Low Risk
347,13823,1126132.74,36,7.49,35024.56,Business,Mobile App,37,Female,Single,0,High School,Employed,Construction,3,Salary,1139132.91,94450.57,61,733,0.16,4,0,0,0,0,0.371,0.989,0.379,0,0,0,0,3299.23125,0.034930401368659,650649.4715305073,0.0,0.7307298963027182,Very High,"(0.35, 2.5]",High,Low Risk
348,160883,986762.48,36,7.81,30835.13,Personal,Branch,40,Male,Married,2,Masters,Employed,Services,2,Salary,860269.12,69366.25,77,731,0.17,1,0,0,0,0,0.445,1.147,0.453,0,0,1,1,3739.581818181818,0.0539099044315843,509316.3118665457,0.0,0.8321738002963195,Very High,"(0.35, 2.5]",High,Behavioral Risk
349,21831,187866.31,240,10.65,1894.59,Personal,Online,65,Male,Single,1,PhD,Unemployed,Unemployed,0,No Income,354524.37,28781.04,52,734,0.32,4,3,0,2,168,0.066,0.53,0.221,1,0,0,1,6942.249090909091,0.2412007311124955,156154.04412369354,0.75,0.3440643962332809,Low,"(0.152, 0.229]",Medium,Low Risk
350,96870,431585.86,48,11.47,11253.33,Personal,Agent,42,Female,Single,1,High School,Self-Employed,Retail,5,Freelance,870626.57,69801.03,60,619,0.56,1,0,2,3,0,0.161,0.496,0.275,0,0,0,0,2492.7090909090907,0.0357111260361495,491416.2456485777,0.0,0.7631764554887571,Medium,"(0.229, 0.35]",High,Behavioral Risk
351,97487,415198.6,36,6.54,12732.98,Business,Agent,18,Female,Single,0,High School,Employed,Finance,0,Salary,636851.36,51629.41,65,796,0.22,0,0,0,1,0,0.247,0.652,0.296,0,0,0,0,2648.389,0.051295137884824,373310.2640040746,0.0,0.8076805876337454,Medium,"(0.229, 0.35]",High,Behavioral Risk
352,110198,439637.2,48,6.07,10339.01,Business,Mobile App,25,Female,Widowed,0,High School,Employed,Healthcare,1,Salary,556926.61,46461.82,67,788,0.22,2,0,0,0,0,0.223,0.789,0.234,0,0,0,0,2176.322307692308,0.0468400821924348,316262.39254286414,0.0,0.7163274549950487,Medium,"(0.229, 0.35]",High,Low Risk
353,14744,873597.95,48,16.55,25004.78,Car,Mobile App,45,Male,Married,3,Masters,Self-Employed,IT,2,Business,1326471.38,111788.22,72,420,0.37,2,0,0,1,0,0.224,0.659,0.26,1,0,0,0,39280.44571428571,0.3513795490681992,546901.9866820364,0.7083333333333334,0.26578731044053294,High,"(0.229, 0.35]",Medium,Credit Risk
354,29922,653551.17,48,8.89,16229.53,Car,Mobile App,25,Male,Divorced,0,High School,Self-Employed,Services,1,Business,1573057.68,125445.2,60,699,0.33,3,0,0,2,0,0.129,0.415,0.178,0,0,0,0,48716.17476190477,0.3883431683215974,555212.199363758,0.8333333333333334,0.15462810118631662,High,"(0.152, 0.229]",Low,Low Risk
355,167756,429268.05,72,6.62,7240.52,Home,Agent,40,Female,Single,0,High School,Employed,Finance,16,Salary,1196803.23,98603.99,92,807,0.3,0,0,0,1,0,0.073,0.359,0.109,0,0,0,0,25580.98136363636,0.2594288723485126,518852.5500904503,0.7916666666666666,0.30681400605457354,Medium,"(0.013999999999999999, 0.152]",Medium,Low Risk
356,127807,43110.44,48,10.69,1107.73,Car,Online,36,Male,Married,0,Bachelors,Unemployed,Unemployed,0,No Income,120117.88,10038.74,42,708,0.51,0,0,0,0,0,0.11,0.359,0.136,0,1,0,0,600.91,0.0598531436073045,64381.119432800806,0.0,0.635718581434377,Low,"(0.013999999999999999, 0.152]",Medium,Low Risk
357,56796,1192414.61,12,7.31,103346.24,Home,Branch,18,Male,Single,0,High School,Employed,Construction,0,Salary,980408.48,83330.48,72,788,0.39,1,0,0,1,0,1.24,1.216,1.284,1,0,1,1,3786.2869230769234,0.0454364535836507,565321.7930308548,0.0,0.7111195843192313,Very High,"(0.35, 2.5]",High,Financial Stress
358,75441,978707.1,60,16.28,23946.11,Personal,Mobile App,36,Male,Married,2,Bachelors,Employed,Manufacturing,15,Salary,918070.95,74487.53,100,524,0.2,6,3,0,1,192,0.321,1.066,0.358,1,0,1,1,22804.770434782607,0.30615143613094,346950.2417705428,0.8333333333333334,0.1830007452245375,Very High,"(0.35, 2.5]",Low,Credit Risk
359,119058,654636.87,360,10.7,6086.32,Car,Online,50,Female,Married,1,Bachelors,Employed,Education,19,Salary,1398139.28,117575.69,100,652,0.17,2,0,0,2,0,0.052,0.468,0.094,0,0,0,0,9147.23,0.077797988699971,784883.5519712969,0.0,0.6962824269129275,High,"(0.013999999999999999, 0.152]",High,Low Risk
360,119840,258998.06,24,10.74,12040.1,Home,Online,44,Non-Binary,Single,0,Bachelors,Unemployed,Unemployed,0,No Income,143399.87,12062.71,36,707,0.31,1,0,0,1,0,0.998,1.806,1.179,1,1,1,0,4435.564782608696,0.3676783330010997,54927.777028816745,0.875,0.16934511783224201,Low,"(0.35, 2.5]",Low,Financial Stress
361,135966,945118.47,36,11.1,30986.74,Personal,Mobile App,49,Female,Married,1,High School,Employed,Finance,16,Salary,1205278.85,101420.02,100,683,0.25,4,1,0,0,21,0.306,0.784,0.318,1,0,0,1,4634.04,0.0456911200459234,689523.4865861258,0.0,0.7142963741443824,Very High,"(0.229, 0.35]",High,Low Risk
362,52106,922767.63,240,6.17,6701.81,Home,Mobile App,18,Female,Single,0,High School,Self-Employed,Healthcare,0,Business,1346906.82,109593.96,65,810,0.1,1,0,0,1,0,0.061,0.685,0.084,0,0,0,0,3788.829090909091,0.0345711982641272,711720.4353072803,0.0,0.6466069064429915,Very High,"(0.013999999999999999, 0.152]",Medium,Low Risk
363,168427,1389111.98,72,7.15,23783.16,Car,Mobile App,45,Male,Married,0,PhD,Self-Employed,Services,9,Business,1768748.22,141637.96,79,768,0.31,1,0,0,3,0,0.168,0.785,0.226,0,0,0,0,54300.8945,0.3833754109744945,617377.1343391088,0.7083333333333334,0.16036669241189144,Very High,"(0.152, 0.229]",Low,Low Risk
364,65564,140205.95,240,13.94,1737.38,Personal,Mobile App,48,Male,Married,0,Bachelors,Self-Employed,Construction,17,Business,823277.92,66576.44,94,524,0.54,1,0,0,0,0,0.026,0.17,0.053,1,0,0,0,2742.7533333333336,0.0411964373116979,427855.7761914533,0.0,0.6338918368079216,Low,"(0.013999999999999999, 0.152]",Medium,Credit Risk
365,38112,434531.72,36,8.53,13723.14,Home,Agent,40,Male,Married,0,Bachelors,Self-Employed,Finance,11,Business,649123.81,52601.88,79,696,0.48,1,0,0,0,0,0.261,0.669,0.285,0,0,0,0,15064.890454545455,0.2863890808743828,264609.7089819252,0.8333333333333334,0.2572861301323983,Medium,"(0.229, 0.35]",Medium,Low Risk
366,83293,784898.44,84,8.29,12347.31,Business,Online,42,Male,Single,0,Bachelors,Employed,Construction,15,Salary,854889.65,67913.05,88,793,0.37,2,1,0,1,69,0.182,0.918,0.23,1,0,0,0,2975.8525000000004,0.0438179213285027,466125.82837732666,0.0,0.7276255345915095,High,"(0.229, 0.35]",High,Low Risk
367,113094,391234.82,60,10.91,8488.84,Business,Agent,28,Male,Single,0,High School,Self-Employed,Services,3,Business,574882.17,47722.54,61,664,0.34,0,0,0,2,0,0.178,0.681,0.279,0,0,0,1,1624.745,0.0340449388289301,344799.8588860132,0.0,0.8021032984888667,Medium,"(0.229, 0.35]",High,Behavioral Risk
368,171487,1240979.48,360,5.35,6929.8,Personal,Online,50,Male,Married,4,High School,Employed,Manufacturing,21,Salary,1136446.72,92851.26,100,810,0.28,2,0,0,0,0,0.075,1.092,0.089,0,0,1,0,4944.908181818181,0.0532556577709382,616230.8493689577,0.0,0.6817440073627158,Very High,"(0.013999999999999999, 0.152]",High,Low Risk
369,13529,433035.14,120,16.37,7354.07,Business,Agent,59,Male,Married,1,Bachelors,Self-Employed,Finance,6,Business,731154.03,60299.09,77,594,0.27,6,4,2,1,288,0.122,0.592,0.169,1,0,0,1,20061.4045,0.3326927787338294,288140.37542341783,0.8333333333333334,0.2154798821102811,Medium,"(0.152, 0.229]",Low,Low Risk
370,127764,1170150.91,36,7.49,36393.6,Home,Online,37,Female,Single,1,Bachelors,Employed,Services,6,Salary,656896.23,54255.74,61,774,0.72,0,0,0,1,0,0.671,1.781,0.744,1,0,1,1,2802.257,0.0516480901727601,352643.49176910805,0.0,0.6521280577545856,Very High,"(0.35, 2.5]",Medium,Financial Stress
371,93921,269081.98,360,6.63,1723.85,Home,Mobile App,38,Female,Single,0,Bachelors,Employed,IT,6,Salary,793139.62,65585.92,73,799,0.33,3,0,0,2,0,0.026,0.339,0.104,0,0,0,1,2039.305555555556,0.0310931746079181,454088.0360331015,0.0,0.7371480091984149,Low,"(0.013999999999999999, 0.152]",High,Low Risk
372,93774,368494.77,36,10.87,12041.37,Car,Mobile App,28,Female,Married,2,Bachelors,Employed,Healthcare,4,Salary,874248.01,72227.91,77,613,0.32,1,0,2,1,0,0.167,0.421,0.21,0,0,0,0,23056.15695652174,0.319209537517896,340843.82388504426,0.875,0.19226564496479956,Medium,"(0.152, 0.229]",Low,Low Risk
373,11832,953327.88,360,9.28,7863.53,Car,Online,30,Female,Married,2,Masters,Employed,Construction,6,Salary,1557771.21,126223.91,71,648,0.2,0,0,1,0,0,0.062,0.612,0.072,0,0,0,0,6315.7625,0.0500357853295359,869841.0643971877,0.0,0.7351200476787246,Very High,"(0.013999999999999999, 0.152]",High,Low Risk
374,168206,255104.91,60,7.59,5122.7,Car,Agent,49,Male,Married,1,High School,Self-Employed,Services,0,Freelance,821174.19,68371.97,55,737,0.56,2,0,0,3,0,0.075,0.311,0.191,0,0,0,0,3224.967777777778,0.047167291076836,485883.3884579306,0.0,0.7802060792200123,Low,"(0.152, 0.229]",High,Behavioral Risk
375,169582,500731.72,36,8.47,15799.91,Education,Mobile App,55,Male,Married,2,High School,Employed,Services,21,Salary,703500.84,56333.24,100,759,0.28,1,0,0,2,0,0.28,0.712,0.365,0,0,0,0,17737.478636363638,0.3148614170771388,280125.6757060612,0.7083333333333334,0.27355620218679905,Medium,"(0.35, 2.5]",Medium,Low Risk
376,110360,540282.58,60,12.65,12196.5,Home,Agent,26,Male,Divorced,0,Bachelors,Employed,IT,4,Salary,773674.32,62192.98,76,581,0.78,3,1,0,3,53,0.196,0.698,0.332,1,0,0,1,2516.482,0.0404618260481159,429278.4393093535,0.0,0.7350268167405712,High,"(0.229, 0.35]",High,Low Risk
377,34448,410911.56,240,7.04,3195.67,Education,Mobile App,27,Male,Divorced,0,High School,Self-Employed,Healthcare,0,Business,1019226.77,82414.31,62,789,0.18,1,0,0,2,0,0.039,0.403,0.096,0,0,0,0,32917.14476190476,0.3994057021917986,384082.7158221012,0.7916666666666666,0.21447493061763567,Medium,"(0.013999999999999999, 0.152]",Low,Low Risk
378,82663,1300778.52,36,7.13,40241.63,Home,Mobile App,40,Male,Single,1,High School,Self-Employed,Finance,15,Business,1286067.44,105909.56,87,772,0.11,2,0,1,5,0,0.38,1.011,0.48,0,0,1,1,36461.3485,0.344265467957114,521443.1224745998,0.7916666666666666,0.25641019372821117,Very High,"(0.35, 2.5]",Medium,Low Risk
379,11483,756228.06,84,8.01,11790.5,Personal,Online,33,Male,Married,2,High School,Self-Employed,Manufacturing,6,Business,2240721.68,183127.71,50,753,0.24,2,0,0,2,0,0.064,0.337,0.098,0,0,0,1,7833.695,0.0427769900197516,1309123.4211771814,0.0,0.7880887375898722,High,"(0.013999999999999999, 0.152]",High,Behavioral Risk
